Mod:Item:MetaData, Localized Name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compressed Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Double Compressed Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Triple Compressed Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quadruple Compressed Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compressed Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Double Compressed Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compressed Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Double Compressed Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Conveyor Belt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Albus (White)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Aurantiacus (Orange)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Purpura Amethystinus (Magenta)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Caesicius (Light Blue)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Flavus (Yellow)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Viridis (Green)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Roseus (Pink)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Cinereus (Gray)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Lux Cinereus (Light Gray)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Callainus (Cyan)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Purpura (Purple)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Caeruleus (Blue)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Fuscus (Brown)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Paphiae Myrti (Dark Green)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Rufus (Red)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Nox (Black)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redstone Clock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bauxite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lead Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silver Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nickel Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Copper
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Aluminium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Lead
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Silver
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Nickel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Constantan
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Electrum
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Steel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Wire Coil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Electrum Wire Coil
appliedenergistics2:item.ItemFacade:0, Cable Facade - High-Voltage Wire Coil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Treated Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Treated Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Treated Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hempcrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Coke Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blast Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Coal Coke
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete Tile
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reinforced Blast Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hambone
appliedenergistics2:item.ItemFacade:0, Cable Facade - SDX
appliedenergistics2:item.ItemFacade:0, Cable Facade - SDX
appliedenergistics2:item.ItemFacade:0, Cable Facade - Congealed Blue Slime
appliedenergistics2:item.ItemFacade:0, Cable Facade - Congealed Green Slime
appliedenergistics2:item.ItemFacade:0, Cable Facade - Congealed Purple Slime
appliedenergistics2:item.ItemFacade:0, Cable Facade - Obsidian Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sandstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Netherrack Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Polished Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Iron Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gold Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Diamond Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Slime Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Slime Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Endstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Obsidian Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Obsidian Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Sandstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Netherrack Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Polished Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Iron Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Gold Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Lapis Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Diamond Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Redstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Bone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Slime Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Slime Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Endstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Obsidian Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stone Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alumite Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ardite Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobalt Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Manyullyn Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Alumite Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Ardite Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Cobalt Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Manyullyn Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobalt Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ardite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Aluminum Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Iron Gravel Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gold Gravel Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Gravel Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Gravel Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Aluminum Gravel Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobalt Gravel Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Cobalt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Ardite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Manyullyn
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Copper
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Bronze
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Tin
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Aluminum
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Aluminum Brass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Alumite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Steel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Solid Ender
appliedenergistics2:item.ItemFacade:0, Cable Facade - Slimy Mud
appliedenergistics2:item.ItemFacade:0, Cable Facade - Grout
appliedenergistics2:item.ItemFacade:0, Cable Facade - Slimy Mud
appliedenergistics2:item.ItemFacade:0, Cable Facade - Graveyard Soil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Consecrated Soil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Slimedirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Slime Soil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Glue Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rough Brownstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brownstone Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brownstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brownstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brownstone Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Brownstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Brownstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Manganese Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Manganese Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bronze Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hepatizon Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Damascus Steel Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Angmallen Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Steel Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Manganese Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bronze Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hepatizon Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Damascus Steel Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Angmallen Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Steel Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Eximite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Meutoite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Eximite Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Meutoite Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Desichalkos Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Eximite Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Meutoite Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Desichalkos Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Prometheum Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deep Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Infuscolium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Oureclase Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Astral Silver Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Carmot Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mithril Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rubracium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orichalcum Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Adamantine Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Atlarus Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Prometheum Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deep Iron Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Infuscolium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Steel Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Oureclase Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Astral Silver Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Carmot Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mithril Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rubracium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quicksilver Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Haderoth Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orichalcum Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Celenegil Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Adamantine Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Atlarus Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tartarite Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Prometheum Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deep Iron Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Infuscolium Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Steel Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Oureclase Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Astral Silver Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Carmot Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mithril Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rubracium Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quicksilver Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Haderoth Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orichalcum Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Celenegil Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Adamantine Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Atlarus Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tartarite Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ignatius Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lemurite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Midasium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vyroxeres Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ceruclase Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alduorite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kalendrite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vulcanite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sanguinite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ignatius Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Iron Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lemurite Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Midasium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vyroxeres Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ceruclase Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alduorite Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kalendrite Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vulcanite Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sanguinite Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Steel Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Inolashite Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Amordrine Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ignatius Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Iron Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lemurite Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Midasium Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vyroxeres Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ceruclase Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alduorite Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kalendrite Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vulcanite Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sanguinite Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Steel Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Inolashite Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Amordrine Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Zinc Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silver Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Platinum Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Zinc Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silver Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Platinum Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brass Block
